"smiles","AR"
"C[C@H](NC(=O)Nc1cccc(C(F)(F)F)c1)C(=O)O",0.0628800000000034
"COc1nc(NCCO)nc(Nc2cc(Cl)ccc2OC)n1",-0.477519999999998
"O=[N+]([O-])/C=C1\NCCN1Cc1ccc(Cl)nc1",-0.134719999999998
"COc1ccc(CCn2c(=O)[nH]c3cc(C(=O)NCCN4CCOCC4)ccc3c2=O)cc1OC",0.353180000000002
"C/C=C/C(=O)OCc1csc(CC(=O)Nc2ccccc2C)n1",0.284880000000001
"CCC(CC)C(=O)c1c[nH]c(C(=O)NCc2ccccc2)c1",0.153380000000002
"Cc1ccc(SCC(=O)OCC(=O)N(CCC#N)c2ccccc2)cc1",-0.052819999999997
"O=C(O)/C(=C\c1cccs1)c1ccccc1",0.0047800000000037
"NS(=O)(=O)c1cc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)ccc1Cl",-0.0168199999999992
"CNCC(=O)c1ccccc1.Cl",0.120880000000003
"O=C(NCc1ccc(Cl)cc1)c1cccc(NC(=O)c2ccccc2)c1",-0.299919999999997
"O=C(CSc1cccc[n+]1[O-])NCCCc1ccccc1",0.0215800000000037
"O=C(CCc1ccccc1)NCCc1ccc(F)cc1",-0.229619999999997
"COc1ccc(C(=O)NNC(=O)C23CC4CC(CC(C4)C2)C3)cc1OC",0.326680000000003
"O=S(=O)(NCc1ccco1)c1ccccc1Br",-0.486419999999999
"COc1ccccc1NC(=O)C(C)OC(=O)CC1CCCC1",0.473680000000002
"COc1ccc(O)c(/C=N/NC(=O)c2ccc(N3CCCC3=O)cc2)c1",-0.353619999999999
"O=C1CN(c2nc(-c3cccs3)nc3sc4c(c23)CCCC4)CCN1",0.455780000000001
"Cc1cc(NC(=O)C(C)SCC(=O)Nc2ccccc2N2CCCCC2)no1",0.461580000000001
"O=C(Cc1c[nH]c2ccccc12)N/N=C/c1ccccc1O",0.315580000000001
"O=C(CCCSc1ccccc1)Nc1nc(-c2ccco2)c(-c2ccco2)s1",-0.215519999999998
"CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCC(=O)N2CCCCC2)c(=O)c2sccc21",0.147680000000001
