,0
0,0.031425785
1,0.3032826
2,-0.5386885
3,-0.50593764
4,0.33903348
5,0.319683
6,-0.9804495
7,-0.9858996
8,-0.23878098
9,0.4278357
10,-0.3084827
11,-0.9805995
12,0.29293233
13,-0.06737669
14,0.97799945
15,-0.92589813
16,0.35813394
17,-0.86204654
18,-0.3961349
19,0.17657942
20,0.7865947
21,0.14242856
22,-0.6964424
23,0.07667692
24,-0.5329383
25,-0.6217905
26,-0.37703443
27,-0.026425662
28,0.9384485
29,-0.45468637
30,-0.9468487
31,0.68089205
32,-0.2646816
33,-0.9575489
34,0.5574889
35,0.06042651
36,-0.7502438
37,-0.80359507
38,-0.9647491
39,-0.14997876
40,0.36293408
41,-0.4683867
42,-0.6078902
43,-0.8279957
44,-0.28083202
45,-0.91419786
46,-0.47463685
47,-0.7838446
48,0.010775269
49,0.58588964
50,-0.3876347
51,-0.11482787
52,-0.54618865
53,0.59668994
54,0.8430961
55,0.16332908
56,-0.24323109
57,-0.839796
58,0.23683092
59,-0.94169855
60,-0.53018826
61,0.7044926
62,0.2278807
63,0.5761394
64,0.23078077
65,0.15777895
66,0.93324834
67,-0.10777769
68,0.9090477
69,0.07382684
70,-0.69004226
71,-0.42263556
72,0.49288732
73,0.6635416
74,0.23118077
75,0.9727993
76,-0.95119876
77,-0.040026
78,0.62109053
79,-0.6706918
80,-0.97719944
81,0.720743
82,-0.030075751
83,-0.8201455
84,-0.73754346
85,0.20363009
86,-0.98629963
87,-0.80614513
88,0.19277982
89,0.7850946
90,0.42893574
91,0.07427686
92,-0.7950449
93,0.33308333
94,0.27568188
95,-0.9955499
96,-0.46953675
97,-0.073476836
98,0.80779517
99,-0.65289134
100,0.093177326
101,-0.24768119
102,-0.41813546
103,0.07242681
104,0.721943
105,0.4835871
106,-0.9935498
107,-0.8633466
108,-0.75769395
109,0.33388335
110,-0.2994825
111,0.61959046
112,-0.74974376
113,0.54123855
114,-0.12877822
115,0.69844246
116,-0.15362884
117,-0.88619715
118,-0.053476337
119,-0.69359237
120,0.40583515
121,0.12572815
122,-0.520838
123,0.6110403
124,-0.6233406
125,0.561239
126,-0.7104928
127,0.90074754
128,-0.27123177
129,-0.27323183
130,-0.5054876
131,-0.77764446
132,-0.24268107
133,0.03567589
134,-0.35048378
135,0.15837896
136,0.8542964
137,0.9331483
138,-0.22738068
139,0.07452686
140,0.44598615
141,0.8901973
142,0.2592815
143,-0.98214954
144,0.3151829
145,-0.38628465
146,-0.958699
147,0.5805395
148,0.19527988
149,-0.108127706
150,0.35543388
151,0.65634143
152,0.06357659
153,0.093927346
154,0.65869147
155,-0.5643391
156,0.71364284
157,0.7253931
158,0.37748444
159,0.8549464
160,0.10352759
161,-0.015425386
162,-0.29538238
163,-0.78634465
164,-0.7127928
165,0.28318208
166,0.6744419
167,-0.29108226
168,0.9000975
169,0.06082652
170,-0.46593666
171,-0.35843396
172,-0.6360409
173,0.6343409
174,0.358934
175,0.63424087
176,0.76719415
177,0.8684467
178,0.4715868
179,0.31848297
180,-0.40988526
181,0.8696467
182,0.0119753
183,-0.3319333
184,0.7138929
185,0.07942699
186,0.18087952
187,-0.9118478
188,-0.8856971
189,-0.15647891
190,0.40268508
191,-0.359684
192,0.558589
193,0.61464036
194,0.29193228
195,-0.3238831
196,0.6877922
197,0.18662967
198,0.6273907
199,0.5173879
200,-0.89924747
201,-0.77074426
202,0.0998275
203,0.83024573
204,0.90159756
205,0.25068128
206,-0.11257781
207,-0.9160979
208,-0.7819446
209,0.62219054
210,-0.34623367
211,0.04232606
212,-0.82114553
213,0.7319933
214,-0.8951474
215,0.719543
216,0.5483387
217,0.20633017
218,-0.9013475
219,-0.3956349
220,0.48148704
221,-0.4842371
222,-0.4754369
223,0.91749793
224,0.004525113
225,-0.7295932
226,-0.5073377
227,0.4603365
228,0.07687692
229,0.12672816
230,0.6492912
231,-0.4629866
232,-0.042876072
233,0.07107678
234,-0.9296982
235,0.37343433
236,0.7645441
237,0.8680967
238,0.27328184
239,-0.5166879
240,0.95424885
241,-0.32663316
242,-0.8200955
243,0.054126352
244,-0.50668764
245,-0.6122903
246,-0.0479262
247,-0.20588015
248,-0.7558439
249,-0.83759594
250,0.032625817
251,-0.73329335
252,-0.94244856
253,0.9914998
254,0.18537964
255,0.38868472
256,0.9488487
257,-0.5124378
258,0.21413036
259,0.8843471
260,0.46723667
261,-0.66984177
262,-0.77299434
263,0.55153877
264,-0.10292757
265,-0.7118928
266,0.9754494
267,-0.61919045
268,0.8718968
269,-0.96624917
270,-0.111677796
271,-0.7364934
272,0.029225731
273,-0.9548489
274,0.44473612
275,-0.10272757
276,0.32978323
277,-0.1561789
278,0.21748044
279,0.37723443
280,-0.16687918
281,0.479787
282,0.5735893
283,-0.6117403
284,0.90874773
285,-0.76199406
286,-0.33013326
287,0.43418586
288,-0.07527688
289,-0.15847896
290,0.9759494
291,0.5330883
292,-0.35158378
293,-0.4639866
294,0.920148
295,-0.9402985
296,-0.53823847
297,0.37458438
298,0.67884195
299,0.9904498
300,0.9445486
301,-0.4039851
302,0.6237906
303,0.9809495
304,0.78534466
305,0.93634844
306,0.8113453
307,-0.45448637
308,-0.9923998
309,0.9751994
310,0.5038376
311,-0.9830496
312,-0.73374337
313,-0.359134
314,0.074926876
315,0.046626166
316,-0.06942674
317,-0.43913597
318,0.360334
319,0.9442486
320,-0.6351409
321,-0.025775645
322,-0.35788396
323,0.70259255
324,0.4111853
325,-0.8838471
326,0.5941899
327,-0.013675342
328,-0.23313083
329,-0.839996
330,-0.46748668
331,-0.6480412
332,0.041776046
333,0.35383385
334,-0.9396485
335,-0.37008426
336,0.08247706
337,-0.9544989
338,-0.17647941
339,0.34723368
340,-0.56718916
341,0.02837571
342,0.72674316
343,0.12337808
344,-0.14902872
345,-0.92139804
346,-0.68884224
347,0.4669867
348,-0.6706418
349,0.80244505
350,-0.032675818
351,0.3474337
352,-0.6474412
353,0.881097
354,0.98104954
355,0.40603516
356,-0.960149
357,-0.021425536
358,-0.9526488
359,-0.84139603
360,0.57823944
361,-0.7438936
362,-0.54768866
363,-0.9984
364,0.45383635
365,-0.20108002
366,0.35808396
367,0.1042776
368,-0.6672917
369,0.97414935
370,0.32553315
371,0.7238931
372,0.13897848
373,-0.46708667
374,-0.8593465
375,-0.3834846
376,0.8595465
377,0.23808095
378,-0.78829473
379,0.15112878
380,0.5128378
381,0.1879797
382,0.0049751243
383,-0.70839274
384,-0.9705993
385,0.4078352
386,-0.1442286
387,-0.04757619
388,0.5116878
389,0.024875622
390,0.13447836
391,-0.5616391
392,0.3037326
393,0.65404135
394,0.8648966
395,0.37498438
396,0.2720318
397,-0.11802795
398,0.68964225
399,0.9633991
400,-0.17407936
401,0.800295
402,0.7516938
403,0.85899645
404,0.38713467
405,0.45033625
406,0.70304257
407,0.36058402
408,0.27838197
409,0.09762744
410,0.6580415
411,0.7150429
412,0.8675967
413,0.77824444
414,0.71259284
415,0.21413036
416,0.38568464
417,0.10467762
418,-0.7234431
419,-0.92909825
420,0.76969427
421,-0.25518137
422,-0.82159555
423,-0.08492713
424,0.7472937
425,-0.71409285
426,0.97724944
427,-0.79064476
428,-0.9483487
429,-0.35278383
430,0.74509364
431,0.12362809
432,0.8500463
433,0.6120903
434,-0.51678795
435,-0.95089877
436,-0.9476987
437,-0.21478038
438,-0.23768094
439,0.13962848
440,0.06727668
441,-0.039425984
442,0.07532688
443,0.681342
444,-0.43418586
445,0.5363884
446,0.22458062
447,0.9288982
448,-0.7004925
449,0.9149979
450,-0.024925623
451,-0.0479762
452,0.7440936
453,0.9514488
454,0.26923174
455,-0.23553088
456,0.4885872
457,-0.46348658
458,-0.679592
459,0.5675392
460,0.016525414
461,0.21143028
462,0.76574415
463,-0.15792894
464,0.9955499
465,0.3358334
466,0.61089027
467,0.25873145
468,0.6946924
469,0.82269555
470,0.25513136
471,0.4198355
472,0.84559613
473,-0.559389
474,0.27443185
475,-0.10552764
476,0.47328684
477,0.6838421
478,0.7229931
479,0.69034225
480,-0.96264905
481,-0.5432386
482,-0.7041926
483,0.54308856
484,-0.51413786
485,-0.2160304
486,-0.10742769
487,-0.23643091
488,0.76919425
489,0.14012851
490,0.99904996
491,-0.35098377
492,-0.8928973
493,0.30818272
494,-0.13787845
495,0.25863147
496,0.42428562
497,0.6889922
498,-0.10857771
499,0.8863972
500,-0.5027876
501,0.68269205
502,-0.7006425
503,0.9047976
504,-0.07732693
505,0.8776469
506,-0.52438813
507,-0.48183703
508,0.43503588
509,0.61689043
510,0.30633265
511,-0.25318134
512,0.94654864
513,0.12612815
514,-0.7561939
515,-0.16082902
516,-0.3961849
517,-0.52163804
518,-0.5835396
519,0.1318283
520,-0.37463436
521,0.2758319
522,-0.34998375
523,-0.5058376
524,0.4595365
525,0.15542889
526,0.31823295
527,-0.94129854
528,-0.64149106
529,0.021475537
530,0.40968525
531,-0.46483663
532,0.2561314
533,0.53393835
534,-0.57788944
535,-0.44718617
536,0.960649
537,-0.8963974
538,0.43733594
539,-0.7910448
540,-0.18727969
541,0.34358358
542,0.92179805
543,0.7289432
544,0.07302683
545,0.081827044
546,0.87399685
547,-0.6105403
548,0.91069776
549,0.5042876
550,-0.7754444
551,-0.53083825
552,0.52948827
553,-0.38533464
554,0.04197605
555,0.6217905
556,-0.5795395
557,-0.23053077
558,0.9386985
559,-0.3641341
560,0.8833471
561,0.759094
562,0.40478513
563,-0.97149926
564,-0.39888498
565,0.9524488
566,0.24663116
567,-0.9009475
568,-0.44243607
569,-0.74189353
570,-0.19677992
571,0.8324958
572,0.12177804
573,-0.3168829
